dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damages_000_us,insured_damages_adjusted_000_us,total_damages_000_us,total_damages_adjusted_000_us,cpi,adm_level,admin1_code,admin2_code,geo_locations,adm1_name,adm2_name,uf,nome_uf,codigo_municipio_completo,nome_municipio
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,8507,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Ribeirao Das Neves - Minas Gerais,NA,NA,3154606,Ribeirão das Neves
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,9920,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Engenheiro Paulo De Frontin - Rio De Janeiro,NA,NA,3301801,Engenheiro Paulo de Frontin
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,9941,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Niteroi - Rio De Janeiro,NA,NA,3303302,Niterói
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,9947,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Paty Do Alferes - Rio De Janeiro,NA,NA,3303856,Paty do Alferes
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,9948,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Petropolis - Rio De Janeiro,NA,NA,3303906,Petrópolis
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,9961,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Rio De Janeiro - Rio De Janeiro,NA,NA,3304557,Rio de Janeiro
2003-0730-BRA,2003,0730,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Belo Horizonte, Contagem, Raposos, Riberao das Neves districts (Minas Gerais province), Rio de Janeiro, Petropolis, Paty de Alferes, Niteroi , Engenheiro Paulo De Frontin districts (Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,75950,Km2,NA,NA,NA,Piabanka,2003,1,11,2003,2,4,29,NA,16000,NA,16000,NA,NA,NA,NA,NA,NA,67.8888956921058,2,NA,11543,"Belo Horizonte, Contagem, Engenheiro Paulo De Frontin, Niteroi, Paty Do Alferes, Petropolis, Raposos, Ribeirao Das Neves, Rio De Janeiro, Sao Paulo (Adm2).",NA,Sao Paulo - Sao Paulo,NA,NA,3550308,São Paulo
2003-0521-BRA,2003,0521,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Rio Grande do Sul province,Heavy rains,NA,NA,NA,NA,Yes,NA,73220,Km2,NA,NA,NA,"Jacul, Upper Ibicui",2003,10,27,2003,10,31,4,NA,NA,2000,2000,NA,NA,NA,NA,NA,NA,67.8888956921058,1,685,NA,Rio Grande Do Sul (Adm1).,Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2004-0236-BRA,2004,0236,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Maceio district (Alagoas province),Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,150,Km2,NA,NA,NA,NA,2004,6,1,2004,6,2,28,54,NA,2200,2254,NA,NA,NA,NA,370,531,69.7064421605073,2,NA,6400,Maceio (Adm2).,NA,Maceio - Alagoas,NA,NA,2704302,Maceió
2004-0131-BRA,2004,0131,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Catarina,Brazil,BRA,South America,Americas,"Torres district (Rio Grande do Sul province), Ararangua district (Santa Catarina province)",NA,Surge,NA,NA,NA,NA,NA,150,Kph,NA,NA,NA,NA,2004,3,27,2004,3,29,4,60,150000,NA,150060,NA,NA,3000,4304,350000,502106,69.7064421605073,2,NA,10574,"Ararangua, Torres (Adm2).",NA,Torres - Rio Grande Do Sul,NA,NA,4321501,Torres
2004-0131-BRA,2004,0131,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Catarina,Brazil,BRA,South America,Americas,"Torres district (Rio Grande do Sul province), Ararangua district (Santa Catarina province)",NA,Surge,NA,NA,NA,NA,NA,150,Kph,NA,NA,NA,NA,2004,3,27,2004,3,29,4,60,150000,NA,150060,NA,NA,3000,4304,350000,502106,69.7064421605073,2,NA,10704,"Ararangua, Torres (Adm2).",NA,Ararangua - Santa Catarina,NA,NA,4201406,Araranguá
2004-0317-BRA,2004,0317,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Alagoa Grande city (Alagoa Grande district, Paraíba province)",Break/release of dam/levy,NA,NA,NA,NA,NA,NA,150,Km2,NA,NA,NA,Mamanguate,2004,6,17,2004,6,18,7,NA,3000,NA,3000,NA,NA,NA,NA,NA,NA,69.7064421605073,2,NA,8869,Alagoa Grande (Adm2).,NA,Alagoa Grande - Paraiba,NA,NA,2500304,Alagoa Grande
2004-0331-BRA,2004,0331,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,Brazil,BRA,South America,Americas,"Santa Catarina, Parana provinces",NA,NA,NA,NA,NA,NA,NA,-7,°C,NA,NA,NA,NA,2004,7,NA,2004,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7064421605073,1,680,NA,"Parana, Santa Catarina (Adm1).",Parana,NA,41,Paraná,NA,NA
2004-0331-BRA,2004,0331,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,Brazil,BRA,South America,Americas,"Santa Catarina, Parana provinces",NA,NA,NA,NA,NA,NA,NA,-7,°C,NA,NA,NA,NA,2004,7,NA,2004,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7064421605073,1,688,NA,"Parana, Santa Catarina (Adm1).",Santa Catarina,NA,42,Santa Catarina,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,666,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Alagoas,NA,27,Alagoas,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,669,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Bahia,NA,29,Bahia,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,670,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Ceara,NA,23,Ceará,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,679,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Paraiba,NA,25,Paraíba,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,681,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Pernambuco,NA,26,Pernambuco,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,682,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Piaui,NA,22,Piauí,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,684,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Rio Grande Do Norte,NA,24,Rio Grande do Norte,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,685,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2004-9705-BRA,2004,9705,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Paraiba, Ceara, Piaui, Sergipe, Alagoas, Bahia, Rio Grande do Norte, Pernambuco provinces",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2004,12,NA,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,2367070,69.7064421605073,1,690,NA,"Alagoas, Bahia, Ceara, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Rio Grande Do Sul, Sergipe (Adm1).",Sergipe,NA,28,Sergipe,NA,NA
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,8697,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Unai - Minas Gerais,NA,NA,3170404,Unaí
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,11010,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Aracatuba - Sao Paulo,NA,NA,3502804,Araçatuba
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,11176,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Glicerio - Sao Paulo,NA,NA,3517109,Glicério
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,11262,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Jales - Sao Paulo,NA,NA,3524808,Jales
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,11472,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Rio Claro - Sao Paulo,NA,NA,3543907,Rio Claro
2005-0054-BRA,2005,0054,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Aracatuba, Jales, Glicerio, Sao Jose do Rio Preto, Rio Claro districts (Sao Paulo province), Unai district (Minas Gerais province)",Torrential rains,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,184290,Km2,NA,NA,NA,Corumbatai,2005,1,29,2005,2,11,19,NA,NA,10000,10000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,11537,"Aracatuba, Glicerio, Jales, Rio Claro, Sao Jose Do Rio Preto, Unai (Adm2).",NA,Sao Jose Do Rio Preto - Sao Paulo,NA,NA,3549805,São José do Rio Preto
2005-0003-BRA,2005,0003,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Brazil,BRA,South America,Americas,Criciuma district (Santa Catarina province),NA,NA,NA,NA,NA,NA,NA,200,Kph,NA,NA,NA,NA,2005,1,3,2005,1,3,2,4,NA,340,344,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,10760,Criciuma (Adm2).,NA,Criciuma - Santa Catarina,NA,NA,4204608,Criciúma
2005-0296-BRA,2005,0296,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Recife, Vitoria de Santo Antao, Jaboatao dos Guararapes districts (Pernambuco province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,6050,Km2,NA,NA,NA,NA,2005,6,1,2005,6,4,28,NA,31000,NA,31000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,9576,"Jaboatao Dos Guararapes, Recife, Vitoria De Santo Antao (Adm2).",NA,Jaboatao Dos Guararapes - Pernambuco,NA,NA,2607901,Jaboatão dos Guararapes
2005-0296-BRA,2005,0296,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Recife, Vitoria de Santo Antao, Jaboatao dos Guararapes districts (Pernambuco province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,6050,Km2,NA,NA,NA,NA,2005,6,1,2005,6,4,28,NA,31000,NA,31000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,9621,"Jaboatao Dos Guararapes, Recife, Vitoria De Santo Antao (Adm2).",NA,Recife - Pernambuco,NA,NA,2611606,Recife
2005-0296-BRA,2005,0296,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Recife, Vitoria de Santo Antao, Jaboatao dos Guararapes districts (Pernambuco province)",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,6050,Km2,NA,NA,NA,NA,2005,6,1,2005,6,4,28,NA,31000,NA,31000,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,9672,"Jaboatao Dos Guararapes, Recife, Vitoria De Santo Antao (Adm2).",NA,Vitoria De Santo Antao - Pernambuco,NA,NA,2616407,Vitória de Santo Antão
2005-9569-BRA,2005,9569,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Manaquiri, Atalaia Do Norte, Anori, Caapiranga districts (Amazonas province)",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2005,10,NA,2005,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,6475,"Anori, Atalaia Do Norte, Caapiranga, Manaquiri (Adm2).",NA,Anori - Amazonas,NA,NA,1300102,Anori
2005-9569-BRA,2005,9569,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Manaquiri, Atalaia Do Norte, Anori, Caapiranga districts (Amazonas province)",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2005,10,NA,2005,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,6477,"Anori, Atalaia Do Norte, Caapiranga, Manaquiri (Adm2).",NA,Atalaia Do Norte - Amazonas,NA,NA,1300201,Atalaia do Norte
2005-9569-BRA,2005,9569,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Manaquiri, Atalaia Do Norte, Anori, Caapiranga districts (Amazonas province)",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2005,10,NA,2005,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,6486,"Anori, Atalaia Do Norte, Caapiranga, Manaquiri (Adm2).",NA,Caapiranga - Amazonas,NA,NA,1300839,Caapiranga
2005-9569-BRA,2005,9569,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Manaquiri, Atalaia Do Norte, Anori, Caapiranga districts (Amazonas province)",Lack of rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2005,10,NA,2005,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0714104526569,2,NA,6508,"Anori, Atalaia Do Norte, Caapiranga, Manaquiri (Adm2).",NA,Manaquiri - Amazonas,NA,NA,1302553,Manaquiri
2006-0038-BRA,2006,0038,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,Rio de Janeiro district (Rio de Janeiro province),Brief torrential rain,NA,NA,NA,NA,NA,NA,9335,Km2,-22.56,-43.36,NA,NA,2006,1,27,2006,1,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3963874917997,2,NA,9961,Rio De Janeiro (Adm2).,NA,Rio De Janeiro - Rio De Janeiro,NA,NA,3304557,Rio de Janeiro
2006-0201-BRA,2006,0201,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Maraba, Porto de Moz, Capitao Poco, Almeirim, Anajas districts (Para province)",Torrential rains,NA,NA,NA,NA,Yes,NA,1164000,Km2,2.81,-52.29,NA,"Amazon tributaries: Tocantins, Xingu, Tapajos",2006,3,25,2006,4,23,8,NA,116000,NA,116000,NA,NA,NA,NA,NA,NA,74.3963874917997,2,NA,8730,"Almeirim, Anajas, Capitao Poco, Maraba, Porto De Moz (Adm2).",NA,Almeirim - Para,NA,NA,1500503,Almeirim
2006-0201-BRA,2006,0201,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Maraba, Porto de Moz, Capitao Poco, Almeirim, Anajas districts (Para province)",Torrential rains,NA,NA,NA,NA,Yes,NA,1164000,Km2,2.81,-52.29,NA,"Amazon tributaries: Tocantins, Xingu, Tapajos",2006,3,25,2006,4,23,8,NA,116000,NA,116000,NA,NA,NA,NA,NA,NA,74.3963874917997,2,NA,8732,"Almeirim, Anajas, Capitao Poco, Maraba, Porto De Moz (Adm2).",NA,Anajas - Para,NA,NA,1500701,Anajás
2006-0201-BRA,2006,0201,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Maraba, Porto de Moz, Capitao Poco, Almeirim, Anajas districts (Para province)",Torrential rains,NA,NA,NA,NA,Yes,NA,1164000,Km2,2.81,-52.29,NA,"Amazon tributaries: Tocantins, Xingu, Tapajos",2006,3,25,2006,4,23,8,NA,116000,NA,116000,NA,NA,NA,NA,NA,NA,74.3963874917997,2,NA,8758,"Almeirim, Anajas, Capitao Poco, Maraba, Porto De Moz (Adm2).",NA,Capitao Poco - Para,NA,NA,1502301,Capitão Poço
2006-0201-BRA,2006,0201,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Maraba, Porto de Moz, Capitao Poco, Almeirim, Anajas districts (Para province)",Torrential rains,NA,NA,NA,NA,Yes,NA,1164000,Km2,2.81,-52.29,NA,"Amazon tributaries: Tocantins, Xingu, Tapajos",2006,3,25,2006,4,23,8,NA,116000,NA,116000,NA,NA,NA,NA,NA,NA,74.3963874917997,2,NA,8789,"Almeirim, Anajas, Capitao Poco, Maraba, Porto De Moz (Adm2).",NA,Maraba - Para,NA,NA,1504208,Marabá
